0	2.0690	6.2069	60	None	None	0	2	0.9366915948472968
1	2.0690	6.2069	61	None	None	0	3	1.2202756482700072
2	4.1379	8.7931	60	None	None	0	2	1.2995989217848696
3	4.1379	8.7931	61	None	None	0	3	1.3574584243494348
4	4.6552	10.3448	59	None	None	0	2	1.3403090273466847
5	4.6552	10.8621	61	None	None	0	3	1.8550476805530174
6	6.2069	6.7241	61	None	None	0	3	2.007590668291536
7	6.7241	7.2414	63	None	None	0	4	3.697844939116739
8	7.2414	7.7586	64	None	None	0	5	3.751326306058301
9	8.2759	8.7931	63	None	None	0	3	3.3816170071047225
10	8.7931	9.3103	61	None	None	0	2	3.3816170071047225
11	9.3103	9.8276	59	None	None	0	1	3.5400118594590704
12	9.8276	10.3448	63	None	None	0	2	4.341420700462886
13	10.3448	10.8621	66	None	None	0	3	4.447080102148632
14	10.8621	11.8966	61	None	None	0	1	4.477939373231365
15	11.8966	13.4483	79	None	None	0	5	3.583119560673433
16	12.4138	12.9310	78	None	None	0	4	3.681885300675211
17	12.9310	13.4483	76	None	None	0	3	3.7137089239792807
18	13.4483	27.4138	74	None	None	0	2	4.241663139701092
19	13.4483	28.4483	80	None	None	0	4	3.903137062940502
20	13.9655	15.0000	73	None	None	0	1	3.490394312208925
21	15.0000	16.5517	74	None	None	0	5	2.6271933813056387
22	15.5172	16.0345	72	None	None	0	4	2.6641602164568328
23	16.0345	16.5517	70	None	None	0	3	2.7036109891478266
24	16.5517	33.6207	69	None	None	0	2	3.6836920199356844
25	16.5517	34.6552	74	None	None	0	4	4.175543797890814
26	17.0690	18.1034	67	None	None	0	1	3.9484461670797435
27	18.1034	19.6552	69	None	None	0	5	2.567498671396974
28	18.6207	19.1379	67	None	None	0	4	2.886176899205789
29	19.1379	19.6552	66	None	None	0	3	3.1027543355807103
30	19.6552	39.8276	64	None	None	0	2	3.1314481975846253
31	19.6552	40.8621	69	None	None	0	3	2.488900312508803
32	20.1724	20.6897	63	None	None	0	1	2.2265161456204354
33	20.6897	21.2069	64	None	None	0	2	1.5747893258580485
34	22.7586	23.2759	66	None	None	0	3	1.553084083564571
35	23.2759	23.7931	68	None	None	0	4	1.5530840835645707
36	23.7931	24.3103	69	None	None	0	5	1.1941489808073233
37	24.3103	24.8276	68	None	None	0	4	0.9171066601546671
38	24.8276	25.3448	66	None	None	0	3	1.3116143870646289
39	25.3448	25.8621	64	None	None	0	2	1.3218686656848293
40	25.8621	27.4138	68	None	None	0	3	1.1812506173370556
41	27.4138	28.9655	66	None	None	0	2	1.1648656221420406
42	31.0345	32.0690	66	None	None	0	2	1.5374524477434284
43	31.5517	32.0690	68	None	None	0	3	1.549550684702001
44	32.0690	65.6897	62	None	None	0	1	1.5946823686604994
45	32.0690	65.6897	66	None	None	0	2	1.7535111795144565
46	32.0690	65.6897	66	None	None	0	3	1.4877601226847441
47	32.0690	65.6897	69	None	None	0	4	1.7994430220237099
48	33.6207	67.7586	66	None	None	0	3	2.0580438893998383
49	33.6207	68.7931	69	None	None	0	5	1.9379698743891496
50	34.1379	34.6552	67	None	None	0	4	2.1253756560686803
51	34.6552	35.1724	65	None	None	0	3	2.1386837167231083
52	35.1724	35.6897	64	None	None	0	2	2.0096533895084234
53	35.6897	36.7241	62	None	None	0	1	2.2899905802506444
54	37.2414	37.7586	74	None	None	0	0	-1
55	37.7586	38.2759	76	None	None	0	0	-1
56	38.2759	39.8276	77	None	None	0	0	-1
57	38.7931	39.3103	75	None	None	0	0	-1
58	39.3103	39.8276	74	None	None	0	0	-1
59	39.8276	40.3448	72	None	None	0	0	-1
60	40.3448	81.7241	69	None	None	0	0	-1
61	40.3448	81.7241	70	None	None	0	1	6.674305547456237
62	41.8966	42.4138	83	None	None	0	4	6.8910380720694
63	42.4138	42.9310	84	None	None	0	1	4.349686535196517
64	42.9310	44.4828	86	None	None	0	5	2.5162373329882928
65	43.4483	43.9655	84	None	None	0	4	3.197198581547305
66	43.9655	44.4828	82	None	None	0	3	3.3702540525065308
67	44.4828	89.4828	84	None	None	0	4	3.3862667966247613
68	44.4828	90.5172	86	None	None	0	5	3.319003229186615
69	45.0000	46.0345	79	None	None	0	3	3.048213125435613
70	46.5517	47.0690	72	None	None	0	2	2.585288581435552
71	47.0690	47.5862	67	None	None	0	1	2.1534819679000705
72	47.5862	48.1034	69	None	None	0	5	0.7792037367766176
73	48.1034	49.1379	62	None	None	0	2	0.7988752444657045
74	49.1379	50.6897	64	None	None	0	3	1.2078019889718994
75	51.2069	51.7241	62	None	None	0	1	1.6497816044377942
76	51.7241	52.2414	67	None	None	0	2	1.48362200290097
77	52.2414	53.7931	64	None	None	0	1	1.558552170498736
78	54.8276	55.3448	66	None	None	0	3	1.4739778442854072
79	57.9310	58.4483	60	None	None	0	1	1.5754499878216115
80	58.4483	60.0000	66	None	None	0	3	1.5593769932399388
81	60.5172	61.0345	68	None	None	0	4	1.9828494400600354
82	61.0345	61.5517	69	None	None	0	5	2.036330807001592
83	61.5517	62.0690	68	None	None	0	4	1.6224995071716912
84	62.0690	62.5862	66	None	None	0	3	1.593805645167777
85	62.5862	63.1034	64	None	None	0	2	1.5766562481650226
86	63.1034	63.6207	68	None	None	0	4	1.622499507171691
87	63.6207	64.6552	66	None	None	0	3	1.5360049097303203
88	65.1724	65.6897	68	None	None	0	4	1.6651116737703455
89	65.6897	66.2069	69	None	None	0	5	1.5020156043369761
90	66.2069	66.7241	68	None	None	0	4	1.0697447211233602
91	66.7241	67.2414	66	None	None	0	3	1.0818429580819346
92	67.2414	67.7586	64	None	None	0	2	1.3746202924793745
93	67.7586	68.2759	68	None	None	0	4	1.5338187716848461
94	68.2759	69.3103	66	None	None	0	3	1.6324194028972094
95	69.8276	70.3448	64	None	None	0	2	1.6435786129499947
96	70.3448	70.8621	69	None	None	0	4	1.8235588825252398
97	70.8621	71.3793	68	None	None	0	3	1.860512527448477
