//Version: PianoFingering_v170101
1	0.000000	1.607143	B4	90	80	0	5	-1.850019
2	0.000000	1.500000	B3	90	80	1	-1	-2.235665
3	1.500000	2.000000	A3	90	80	1	-2	-2.745489
4	1.607143	2.142857	A4	90	80	0	4	-2.814339
5	2.000000	3.500000	G3	90	80	1	-3	-2.891080
6	2.142857	3.750000	G4	90	80	0	3	-2.238713
7	3.500000	4.000000	A3	90	80	1	-2	-2.510186
8	3.750000	4.285714	A4	90	80	0	4	-2.883688
9	4.000000	5.000000	G3	90	80	1	-3	-2.891080
10	4.285714	5.357143	G4	90	80	0	3	-2.238713
11	5.000000	6.000000	F3	90	80	1	-4	-3.061136
12	5.357143	6.428571	F4	90	80	0	2	-2.287533
13	6.000000	7.000000	E3	90	80	1	-5	-3.249332
14	6.428571	7.500000	E4	90	80	0	1	-2.609267
15	8.000000	8.500000	B3	90	80	1	-1	-3.477173
16	8.500000	9.000000	A3	90	80	1	-2	-2.745489
17	8.571429	9.107143	B4	90	80	0	5	-4.274449
18	9.000000	9.500000	G3	90	80	1	-3	-2.891080
19	9.107143	9.642857	A4	90	80	0	4	-2.814339
20	9.500000	10.000000	A3	90	80	1	-2	-2.510186
21	9.642857	10.178571	G4	90	80	0	3	-2.238713
22	10.000000	11.000000	G3	90	80	1	-3	-2.891080
23	10.178571	10.714286	A4	90	80	0	4	-2.883688
24	10.714286	11.785714	G4	90	80	0	3	-2.238713
25	11.000000	12.000000	F3	90	80	1	-4	-3.061136
26	11.785714	12.857143	F4	90	80	0	2	-2.287533
27	12.000000	13.000000	E3	90	80	1	-5	-3.249332
28	12.857143	13.928571	E4	90	80	0	1	-2.609267
29	14.000000	15.500000	F3	90	80	1	-4	-3.907966
30	15.000000	16.607143	F4	90	80	0	2	-2.867384
31	15.500000	16.000000	G3	90	80	1	-3	-2.915060
32	16.000000	16.500000	A3	90	80	1	-2	-2.510186
33	16.500000	18.000000	G3	90	80	1	-3	-2.891080
34	16.607143	17.142857	G4	90	80	0	3	-2.675961
35	17.142857	17.678571	A4	90	80	0	4	-2.883688
36	17.678571	19.285714	G4	90	80	0	3	-2.238713
37	18.000000	19.500000	F3	90	80	1	-4	-3.061136
38	19.285714	20.892857	F4	90	80	0	2	-2.287533
39	19.500000	20.000000	G3	90	80	1	-3	-2.915060
40	20.000000	20.500000	A3	90	80	1	-2	-2.510186
41	20.500000	22.000000	B3	90	80	1	-1	-2.578439
42	20.892857	21.428571	G4	90	80	0	3	-2.675961
43	21.428571	21.964286	A4	90	80	0	4	-2.883688
44	21.964286	23.571429	B4	90	80	0	5	-2.706622
45	22.000000	23.000000	A3	90	80	1	-2	-2.745489
46	23.000000	23.500000	G3	90	80	1	-3	-2.891080
47	23.500000	24.000000	A3	90	80	1	-2	-2.510186
48	23.571429	24.642857	A4	90	80	0	4	-2.814339
49	24.000000	25.000000	G3	90	80	1	-3	-2.891080
50	24.642857	25.178571	G4	90	80	0	3	-2.238713
51	25.000000	26.000000	F3	90	80	1	-4	-3.061136
52	25.178571	25.714286	A4	90	80	0	4	-2.883688
53	25.714286	26.785714	G4	90	80	0	3	-2.238713
54	26.000000	28.000000	E3	90	80	1	-5	-3.249332
55	26.785714	27.857143	F4	90	80	0	2	-2.287533
56	27.857143	30.000000	E4	90	80	0	1	-2.609267
