//Version: PianoFingering_v170101
1	0.000000	0.428571	B4	63	80	0	1	-0.925785
2	0.000000	0.250000	A3	90	80	1	-1	-2.235665
3	0.250000	0.500000	G3	90	80	1	-2	-2.745489
4	0.428571	0.857143	E5	63	80	0	3	-3.401091
5	0.500000	0.750000	E3	90	80	1	-4	-3.718276
6	0.750000	1.750000	B3	90	80	1	-1	-2.959487
7	0.857143	1.071429	D5	63	80	0	2	-2.287533
8	1.071429	1.285714	E5	63	80	0	3	-2.675961
9	1.285714	1.500000	D5	63	80	0	2	-2.287533
10	1.500000	1.714286	B4	63	80	0	1	-3.157580
11	1.714286	2.142857	A4	63	80	0	3	-4.737465
12	2.000000	2.250000	G3	90	80	1	-2	-3.291596
13	2.142857	2.571429	D5	63	80	0	5	-3.128600
14	2.250000	2.500000	E3	90	80	1	-3	-4.063676
15	2.500000	2.750000	D3	90	80	1	-4	-3.061136
16	2.571429	2.785714	B4	63	80	0	3	-3.509161
17	2.750000	3.750000	G3	90	80	1	-1	-3.219441
18	2.785714	3.000000	A4	63	80	0	2	-2.287533
19	3.000000	3.428571	B4	63	80	0	3	-2.675961
20	3.428571	3.857143	E4	63	80	0	1	-3.310457
21	3.857143	4.285714	A4	63	80	0	3	-3.401091
22	4.000000	4.250000	E3	90	80	1	-2	-3.291596
23	4.250000	4.500000	D3	90	80	1	-3	-2.891080
24	4.285714	4.500000	G4	63	80	0	2	-2.287533
25	4.500000	4.714286	A4	63	80	0	3	-2.675961
26	4.500000	4.750000	B2	90	80	1	-5	-3.990113
27	4.714286	4.928571	G4	63	80	0	2	-2.287533
28	4.750000	5.750000	G3	90	80	1	-1	-4.009362
29	4.928571	5.142857	E4	63	80	0	1	-3.157580
30	5.142857	5.571429	D4	63	80	0	3	-4.737465
31	5.571429	6.000000	G4	63	80	0	5	-3.128600
32	6.000000	6.214286	E4	63	80	0	3	-3.509161
33	6.000000	6.250000	D3	90	80	1	-2	-3.456527
34	6.214286	6.428571	D4	63	80	0	2	-2.287533
35	6.250000	6.500000	B2	90	80	1	-4	-3.718276
36	6.428571	6.857143	E4	63	80	0	1	-5.369497
37	6.500000	6.750000	A2	90	80	1	-5	-3.249332
38	6.750000	7.750000	E3	90	80	1	-2	-2.554480
39	6.857143	7.285714	B4	63	80	0	2	-3.928858
40	7.285714	7.714286	E5	63	80	0	4	-2.909306
41	7.714286	7.928571	D5	63	80	0	3	-2.238713
42	7.928571	8.142857	E5	63	80	0	4	-2.883688
43	8.000000	8.250000	A3	90	80	1	-1	-2.320150
44	8.142857	8.357143	D5	63	80	0	3	-2.238713
45	8.250000	8.500000	B3	90	80	1	-3	-4.611792
46	8.357143	8.571429	B4	63	80	0	2	-3.674662
47	8.500000	8.750000	D4	90	80	1	-2	-3.046717
48	8.571429	9.000000	A4	63	80	0	1	-2.609267
49	8.750000	9.250000	F#4	90	80	1	-1	-3.194227
50	9.000000	9.428571	D5	63	80	0	2	-2.963617
51	9.250000	9.750000	A3	90	80	1	-3	-6.240384
52	9.428571	9.642857	B4	63	80	0	1	-3.157580
53	9.642857	9.857143	A4	63	80	0	3	-4.737465
54	9.857143	10.285714	B4	63	80	0	4	-2.883688
55	10.000000	10.250000	F#3	90	80	1	-4	-4.210732
56	10.250000	10.500000	A3	90	80	1	-3	-4.235223
57	10.285714	10.714286	D4	63	80	0	1	-2.969918
58	10.500000	10.750000	B3	90	80	1	-2	-2.510186
59	10.714286	11.142857	A4	63	80	0	3	-3.751952
60	10.750000	11.250000	D4	90	80	1	-1	-2.415329
61	11.142857	11.357143	G4	63	80	0	2	-2.287533
62	11.250000	11.750000	F#3	90	80	1	-4	-4.339145
63	11.357143	11.571429	A4	63	80	0	3	-2.675961
64	11.571429	11.785714	G4	63	80	0	2	-2.287533
65	11.785714	12.000000	E4	63	80	0	1	-3.157580
66	12.000000	12.428571	D4	63	80	0	3	-4.737465
67	12.000000	12.250000	D3	90	80	1	-5	-4.745687
68	12.250000	12.500000	F#3	90	80	1	-3	-3.351805
69	12.428571	12.857143	G4	63	80	0	5	-3.128600
70	12.500000	12.750000	A3	90	80	1	-2	-2.872099
71	12.750000	13.250000	B3	90	80	1	-1	-2.578439
72	12.857143	13.071429	E4	63	80	0	3	-3.509161
73	13.071429	13.285714	D4	63	80	0	2	-2.287533
74	13.250000	13.750000	D3	90	80	1	-3	-5.389809
75	13.285714	13.928571	E4	63	80	0	3	-2.675961
76	13.928571	14.142857	D4	63	80	0	2	-2.287533
77	14.000000	14.250000	B2	90	80	1	-5	-3.990113
78	14.142857	14.785714	E4	63	80	0	3	-2.675961
79	14.250000	14.500000	D3	90	80	1	-3	-3.170876
80	14.500000	14.750000	E3	90	80	1	-2	-2.510186
81	14.750000	15.500000	F#3	90	80	1	-1	-3.101885
82	14.785714	15.000000	D4	63	80	0	2	-2.287533
83	15.000000	15.214286	E4	63	80	0	3	-2.675961
84	15.214286	15.428571	D4	63	80	0	2	-2.287533
85	15.428571	15.642857	E4	63	80	0	3	-2.675961
86	15.500000	15.750000	A2	90	80	1	-5	-4.087479
87	15.642857	15.857143	D4	63	80	0	2	-2.287533
88	15.750000	16.500000	F#3	90	80	1	-1	-5.043358
89	15.857143	16.071429	E4	63	80	0	3	-2.675961
90	16.071429	16.285714	D4	63	80	0	2	-2.287533
91	16.500000	16.714286	B4	63	80	0	5	-3.767315
92	16.500000	16.750000	A2	90	80	1	-5	-4.087479
93	16.714286	16.928571	D5	63	80	0	1	-6.440580
94	16.750000	17.500000	F#3	90	80	1	-1	-5.043358
95	16.928571	17.142857	E5	63	80	0	2	-2.867384
96	17.142857	17.357143	G5	63	80	0	4	-2.758588
97	17.357143	17.571429	B4	63	80	0	1	-2.969918
98	17.500000	17.750000	A2	90	80	1	-5	-4.087479
99	17.571429	17.785714	D5	63	80	0	2	-2.525967
100	17.750000	18.250000	F#3	90	80	1	-1	-5.043358
101	17.785714	18.000000	E5	63	80	0	3	-2.675961
102	18.000000	18.214286	G5	63	80	0	5	-2.681011
103	18.214286	18.428571	B4	63	80	0	1	-2.845304
104	18.250000	18.500000	A2	90	80	1	-5	-4.087479
